cod_entite,typ_entite,lib_entite,long_wgs84,lat_wgs84,x_centroid,y_centroid,cod_versio,dpt,id,nom,hdf_sociodemographie-hdf_sociodemographie_menrp,hdf_sociodemographie-hdf_sociodemographie_pop_mun
"6204900",QLM,AUCHY AU BOIS,2.370176036700000,50.552792269500003,602339.912042469950393,2617576.084109699353576,"2021","62","1",Projet,"196","504"
"6205000",QLM,AUCHY LES HESDIN,2.099973486600000,50.400465670999999,583098.693932950031012,2600622.859444799833000,"2021","62","1",Projet,"639","1571"
"6205300",QLM,AUDINCTHUN,2.135203673300000,50.578932268999999,585659.499053900013678,2620507.924499199725688,"2021","62","1",Projet,"265","664"
"6205800",QLM,AUMERVAL,2.402691822000000,50.506780929000001,604653.479365049977787,2612448.766679500229657,"2021","62","1",Projet,"77","198"
"6206000",QLM,AUXI LE CHATEAU,2.114425518900000,50.231000948000002,584074.673911330057308,2581735.448378500062972,"2021","62","1",Projet,"1182","2639"
"6206100",QLM,AVERDOINGT,2.446776367600000,50.348238975500003,607811.899969130055979,2594782.420662499964237,"2021","62","1",Projet,"110","293"
"6206300",QLM,AVESNES LE COMTE,2.528412054700000,50.277237412900000,613652.643556360038929,2586881.482607399579138,"2021","62","1",Projet,"809","1902"
"6206600",QLM,AVONDANCE,2.098441488400000,50.478391276099998,583015.945779619971290,2609308.265724599827081,"2021","62","1",Projet,"14","38"
"6206900",QLM,AZINCOURT,2.122479835100000,50.460639401199998,584720.290954879950732,2607324.744877499993891,"2021","62","1",Projet,"111","307"
"6207000",QLM,BAILLEUL AUX CORNAILLES,2.444607539000000,50.372007656599997,607653.620384690002538,2597431.042567899916321,"2021","62","1",Projet,"97","263"
"6207100",QLM,BAILLEUL LES PERNES,2.383830920200000,50.510134388399997,603312.511554419994354,2612821.601474899798632,"2021","62","1",Projet,"168","422"
"6207200",QLM,BAILLEULMONT,2.615190090600000,50.215517921400000,619873.886299890000373,2580022.854327999986708,"2021","62","1",Projet,"101","240"
"6207400",QLM,BAILLEULVAL,2.632064320800000,50.222410085999996,621077.488196079968475,2580795.186068899929523,"2021","62","1",Projet,"94","240"
"6207700",QLM,BAJUS,2.476510674100000,50.422342856699998,609917.640826159971766,2603044.346115699969232,"2021","62","1",Projet,"137","365"
"6208300",QLM,BARLIN,2.614834235600000,50.454104375500002,619754.536850600154139,2606610.385327900294214,"2021","62","1",Projet,"3292","7661"
