"num_bu","cod_entite_geo","typ_entite_geo","cod_version","menrp","pop_mun"
1,"6282500","QLM","2021",314,826
1,"6282600","QLM","2021",2430,4223
1,"6282700","QLM","2021",598,1436
1,"6282800","QLM","2021",27,60
1,"6282900","QLM","2021",173,411
1,"6283000","QLM","2021",77,178
1,"6283100","QLM","2021",111,279
1,"6283200","QLM","2021",214,538
1,"6283300","QLM","2021",36,84
1,"6283400","QLM","2021",103,253
1,"6283500","QLM","2021",232,569
1,"6283600","QLM","2021",392,971
1,"6283700","QLM","2021",203,532
1,"6283800","QLM","2021",36,90
1,"6283900","QLM","2021",374,1018
1,"6284000","QLM","2021",59,135
1,"6284100","QLM","2021",1063,2443
1,"6284200","QLM","2021",3250,8608
1,"6284300","QLM","2021",102,241
1,"6284400","QLM","2021",265,645
1,"6284500","QLM","2021",155,444
1,"6284600","QLM","2021",1875,4726
1,"6284700","QLM","2021",687,1929
1,"6284800","QLM","2021",1452,3452
1,"6284900","QLM","2021",988,2425
1,"6285000","QLM","2021",155,356
1,"6285100","QLM","2021",292,778
1,"6285200","QLM","2021",533,1382
1,"6285300","QLM","2021",156,386
1,"6285400","QLM","2021",205,568
1,"6285500","QLM","2021",98,272
1,"6285600","QLM","2021",147,365
1,"6285700","QLM","2021",51,135
1,"6285800","QLM","2021",102,264
1,"6285900","QLM","2021",109,265
1,"6286000","QLM","2021",49,118
1,"6286100","QLM","2021",1820,4265
1,"6286200","QLM","2021",71,158
1,"6286300","QLM","2021",1473,3667
1,"6286400","QLM","2021",274,654
1,"6286500","QLM","2021",1915,4677
1,"6286600","QLM","2021",177,431
1,"6286700","QLM","2021",111,262
1,"6286800","QLM","2021",115,262
1,"6286900","QLM","2021",453,1099
1,"6287000","QLM","2021",385,1004
1,"6287100","QLM","2021",99,245
1,"6287200","QLM","2021",100,237
1,"6287300","QLM","2021",236,649
1,"6287400","QLM","2021",285,719
1,"6287500","QLM","2021",474,1333
1,"6287600","QLM","2021",51,138
1,"6287700","QLM","2021",73,174
1,"6287800","QLM","2021",159,377
1,"6287900","QLM","2021",93,232
1,"6288000","QLM","2021",83,206
1,"6288100","QLM","2021",175,380
1,"6288200","QLM","2021",511,1270
1,"6288300","QLM","2021",81,201
1,"6288500","QLM","2021",89,244
1,"6288600","QLM","2021",94,252
1,"6288700","QLM","2021",96,244
1,"6288800","QLM","2021",95,226
1,"6288900","QLM","2021",339,857
1,"6289000","QLM","2021",85,188
1,"6289100","QLM","2021",58,134
1,"6289200","QLM","2021",246,651
1,"6289300","QLM","2021",2862,6575
1,"6289400","QLM","2021",1714,4083
1,"6289500","QLM","2021",3499,8770
1,"6289600","QLM","2021",315,746
1,"6289700","QLM","2021",195,491
1,"6289800","QLM","2021",80,226
1,"6289900","QLM","2021",445,939
1,"6290000","QLM","2021",236,587
1,"6290100","QLM","2021",352,961
1,"6290200","QLM","2021",1398,3344
1,"6290300","QLM","2021",221,615
1,"6290400","QLM","2021",233,609
1,"6290500","QLM","2021",343,915
1,"6290600","QLM","2021",677,1753
1,"6290700","QLM","2021",3287,8355
1,"6290800","QLM","2021",683,1629
1,"6290900","QLM","2021",166,435
1,"8000101","QLM","2021",3247,6079
1,"8000102","QLM","2021",1760,3764
1,"8000103","QLM","2021",2623,5850
1,"8000104","QLM","2021",3264,7253
1,"8000200","QLM","2021",103,266
1,"8000300","QLM","2021",220,593
1,"8000400","QLM","2021",221,528
1,"8000500","QLM","2021",38,91
1,"8000600","QLM","2021",82,228
1,"8000800","QLM","2021",333,890
1,"8000900","QLM","2021",393,966
1,"8001000","QLM","2021",1206,2838
1,"8001100","QLM","2021",1282,2967
1,"8001300","QLM","2021",953,2378
1,"8001400","QLM","2021",19,54
1,"8001500","QLM","2021",32,67
1,"8001600","QLM","2021",4568,9928
1,"8001700","QLM","2021",183,466
1,"8001800","QLM","2021",110,250
1,"8001900","QLM","2021",327,793
1,"8002000","QLM","2021",284,738
1,"8002101","QLM","2021",3937,8655
1,"8002102","QLM","2021",4801,9115
1,"8002103","QLM","2021",3548,9308
1,"8002104","QLM","2021",4143,9014
1,"8002105","QLM","2021",6112,9560
1,"8002106","QLM","2021",2819,6275
1,"8002107","QLM","2021",3753,7181
1,"8002108","QLM","2021",4240,8606
1,"8002109","QLM","2021",3106,6680
1,"8002110","QLM","2021",3446,7336
1,"8002111","QLM","2021",3927,7141
1,"8002112","QLM","2021",3798,9013
1,"8002113","QLM","2021",5699,9865
1,"8002114","QLM","2021",4840,8768
1,"8002115","QLM","2021",2774,6880
1,"8002116","QLM","2021",1881,4797
1,"8002117","QLM","2021",2430,5863
1,"8002200","QLM","2021",101,254
1,"8002300","QLM","2021",110,269
1,"8002400","QLM","2021",228,542
1,"8002500","QLM","2021",108,326
1,"8002600","QLM","2021",14,29
1,"8002700","QLM","2021",11,33
1,"8002800","QLM","2021",66,165
1,"8002900","QLM","2021",354,869
1,"8003000","QLM","2021",74,212
1,"8003100","QLM","2021",314,778
1,"8003200","QLM","2021",45,108
1,"8003300","QLM","2021",120,296
1,"8003400","QLM","2021",234,594
1,"8003500","QLM","2021",27,81
1,"8003600","QLM","2021",211,505
1,"8003700","QLM","2021",54,142
1,"8003800","QLM","2021",53,143
1,"8003900","QLM","2021",769,1464
1,"8004000","QLM","2021",83,180
1,"8004100","QLM","2021",56,145
1,"8004200","QLM","2021",48,120
1,"8004300","QLM","2021",112,286
1,"8004400","QLM","2021",169,409
1,"8004500","QLM","2021",70,165
1,"8004600","QLM","2021",23,57
1,"8004700","QLM","2021",219,522
1,"8004800","QLM","2021",24,64
1,"8004900","QLM","2021",78,192
1,"8005000","QLM","2021",192,501
1,"8005100","QLM","2021",106,266
1,"8005200","QLM","2021",79,207
1,"8005300","QLM","2021",29,72
1,"8005400","QLM","2021",114,230
1,"8005500","QLM","2021",72,177
1,"8005600","QLM","2021",43,106
1,"8005700","QLM","2021",33,79
1,"8005800","QLM","2021",136,340
1,"8005900","QLM","2021",33,79
1,"8006000","QLM","2021",44,104
1,"8006100","QLM","2021",85,202
1,"8006200","QLM","2021",605,1421
1,"8006300","QLM","2021",425,996
1,"8006400","QLM","2021",67,176
1,"8006500","QLM","2021",36,95
1,"8006600","QLM","2021",115,298
1,"8006700","QLM","2021",72,204
1,"8006800","QLM","2021",86,226
1,"8006900","QLM","2021",91,215
1,"8007000","QLM","2021",532,1339
1,"8007100","QLM","2021",849,2095
1,"8007300","QLM","2021",69,160
1,"8007400","QLM","2021",56,131
1,"8007600","QLM","2021",208,509
1,"8007700","QLM","2021",140,333
1,"8007800","QLM","2021",206,513
1,"8007900","QLM","2021",142,357
1,"8008000","QLM","2021",63,149
1,"8008100","QLM","2021",41,92
1,"8008200","QLM","2021",291,752
1,"8008300","QLM","2021",62,145
1,"8008400","QLM","2021",87,222
1,"8008500","QLM","2021",16,32
1,"8008600","QLM","2021",441,1070
1,"8008700","QLM","2021",94,231
1,"8008800","QLM","2021",134,352
1,"8008900","QLM","2021",105,257
1,"8009000","QLM","2021",61,154
1,"8009200","QLM","2021",269,627
1,"8009300","QLM","2021",474,1162
1,"8009400","QLM","2021",186,437
1,"8009500","QLM","2021",96,223
1,"8009600","QLM","2021",409,968
1,"8009700","QLM","2021",49,129
1,"8009800","QLM","2021",39,102
1,"8009900","QLM","2021",90,230
1,"8010000","QLM","2021",220,619
1,"8010100","QLM","2021",347,860
1,"8010200","QLM","2021",171,384
1,"8010300","QLM","2021",30,67
1,"8010400","QLM","2021",55,133
1,"8010500","QLM","2021",71,173
1,"8010600","QLM","2021",78,181
1,"8010700","QLM","2021",218,563
1,"8010800","QLM","2021",34,78
1,"8010900","QLM","2021",169,363
1,"8011000","QLM","2021",224,475
1,"8011200","QLM","2021",107,237
1,"8011300","QLM","2021",131,331
1,"8011400","QLM","2021",142,334
1,"8011500","QLM","2021",119,291
1,"8011600","QLM","2021",113,293
1,"8011700","QLM","2021",64,155
1,"8011800","QLM","2021",54,122
1,"8011900","QLM","2021",187,448
1,"8012000","QLM","2021",229,550
1,"8012100","QLM","2021",60,155
1,"8012200","QLM","2021",208,503
1,"8012300","QLM","2021",149,385
1,"8012400","QLM","2021",314,699
1,"8012500","QLM","2021",29,87
1,"8012600","QLM","2021",420,931
1,"8012700","QLM","2021",374,868
1,"8012800","QLM","2021",63,151
1,"8012900","QLM","2021",225,550
1,"8013000","QLM","2021",182,434
1,"8013100","QLM","2021",1342,3192
1,"8013200","QLM","2021",89,263
1,"8013300","QLM","2021",99,241
1,"8013400","QLM","2021",29,74
1,"8013500","QLM","2021",94,240
1,"8013600","QLM","2021",528,1276
1,"8013700","QLM","2021",246,685
1,"8013800","QLM","2021",50,128
1,"8013900","QLM","2021",20,46
1,"8014000","QLM","2021",39,108
1,"8014100","QLM","2021",145,331
1,"8014200","QLM","2021",97,269
1,"8014300","QLM","2021",37,98
1,"8014400","QLM","2021",235,512
1,"8014500","QLM","2021",59,139
1,"8014600","QLM","2021",84,207
1,"8014700","QLM","2021",137,311
1,"8014800","QLM","2021",183,414
1,"8014900","QLM","2021",211,517
1,"8015000","QLM","2021",97,234
1,"8015100","QLM","2021",132,310
1,"8015200","QLM","2021",67,167
1,"8015300","QLM","2021",57,134
1,"8015400","QLM","2021",93,213
1,"8015500","QLM","2021",114,297
1,"8015600","QLM","2021",147,381
1,"8015700","QLM","2021",35,101
1,"8015800","QLM","2021",17,49
1,"8015900","QLM","2021",108,282
1,"8016000","QLM","2021",472,1204
1,"8016100","QLM","2021",83,199
1,"8016200","QLM","2021",299,740
1,"8016300","QLM","2021",304,724
1,"8016400","QLM","2021",1912,4432
1,"8016500","QLM","2021",79,188
1,"8016600","QLM","2021",271,706
1,"8016700","QLM","2021",133,322
1,"8016800","QLM","2021",415,1100
1,"8016900","QLM","2021",37,70
1,"8017000","QLM","2021",48,114
1,"8017100","QLM","2021",259,603
1,"8017200","QLM","2021",240,535
1,"8017300","QLM","2021",209,518
1,"8017400","QLM","2021",33,83
1,"8017600","QLM","2021",109,272
1,"8017700","QLM","2021",297,745
1,"8017900","QLM","2021",89,206
1,"8018000","QLM","2021",43,103
1,"8018100","QLM","2021",37,121
1,"8018200","QLM","2021",1223,2477
1,"8018300","QLM","2021",111,266
1,"8018400","QLM","2021",215,531
1,"8018500","QLM","2021",107,276
1,"8018600","QLM","2021",872,2083
1,"8018700","QLM","2021",283,659
1,"8018800","QLM","2021",243,581
1,"8018900","QLM","2021",24,73
1,"8019000","QLM","2021",509,1252
1,"8019100","QLM","2021",81,183
1,"8019200","QLM","2021",72,171
1,"8019300","QLM","2021",53,119
1,"8019400","QLM","2021",55,134
1,"8019500","QLM","2021",70,152
1,"8019600","QLM","2021",103,238
1,"8019700","QLM","2021",21,34
1,"8019800","QLM","2021",152,370
1,"8019900","QLM","2021",230,546
1,"8020000","QLM","2021",93,229
1,"8020100","QLM","2021",20,49
1,"8020200","QLM","2021",130,340
1,"8020300","QLM","2021",34,88
1,"8020400","QLM","2021",321,765
1,"8020500","QLM","2021",382,916
1,"8020600","QLM","2021",45,118
1,"8020700","QLM","2021",148,364
1,"8020800","QLM","2021",84,211
1,"8021000","QLM","2021",56,153
1,"8021100","QLM","2021",677,1735
1,"8021200","QLM","2021",2615,6283
1,"8021300","QLM","2021",167,576
1,"8021400","QLM","2021",132,332
1,"8021500","QLM","2021",93,231
1,"8021600","QLM","2021",64,154
1,"8021700","QLM","2021",30,82
1,"8021800","QLM","2021",57,139
1,"8021900","QLM","2021",27,69
1,"8022000","QLM","2021",47,102
1,"8022100","QLM","2021",118,303
1,"8022200","QLM","2021",610,1436
1,"8022300","QLM","2021",42,121
1,"8022400","QLM","2021",51,123
1,"8022500","QLM","2021",77,190
1,"8022600","QLM","2021",114,278
1,"8022700","QLM","2021",168,434
1,"8022800","QLM","2021",985,2012
1,"8022900","QLM","2021",146,346
1,"8023000","QLM","2021",115,298
1,"8023100","QLM","2021",59,168
1,"8023200","QLM","2021",100,235
1,"8023300","QLM","2021",60,155
1,"8023400","QLM","2021",344,797
1,"8023500","QLM","2021",556,1246
1,"8023600","QLM","2021",225,563
1,"8023700","QLM","2021",194,493
1,"8023800","QLM","2021",219,540
1,"8023900","QLM","2021",26,50
1,"8024000","QLM","2021",621,1427
1,"8024100","QLM","2021",449,1094
1,"8024200","QLM","2021",177,419
1,"8024300","QLM","2021",17,45
1,"8024400","QLM","2021",77,177
1,"8024500","QLM","2021",131,302
1,"8024600","QLM","2021",147,350
1,"8024700","QLM","2021",275,706
1,"8024800","QLM","2021",185,401
1,"8024900","QLM","2021",120,311
1,"8025000","QLM","2021",127,350
1,"8025100","QLM","2021",116,339
1,"8025200","QLM","2021",99,240
1,"8025300","QLM","2021",2738,6106
1,"8025600","QLM","2021",722,1653
1,"8025800","QLM","2021",44,92
1,"8025900","QLM","2021",47,94
1,"8026000","QLM","2021",371,921
1,"8026100","QLM","2021",467,1430
1,"8026200","QLM","2021",167,424
1,"8026300","QLM","2021",23,53
1,"8026400","QLM","2021",36,81
1,"8026500","QLM","2021",240,557
1,"8026600","QLM","2021",116,299
1,"8026700","QLM","2021",101,262
1,"8026800","QLM","2021",237,544
1,"8026900","QLM","2021",49,133
1,"8027000","QLM","2021",3,5
1,"8027100","QLM","2021",443,1145
1,"8027200","QLM","2021",49,123
1,"8027300","QLM","2021",145,361
1,"8027400","QLM","2021",791,1816
1,"8027500","QLM","2021",131,298
1,"8027600","QLM","2021",114,296
1,"8027800","QLM","2021",73,187
1,"8027900","QLM","2021",280,785
1,"8028000","QLM","2021",55,122
1,"8028100","QLM","2021",69,180
1,"8028200","QLM","2021",194,511
1,"8028300","QLM","2021",69,167
1,"8028400","QLM","2021",324,767
1,"8028500","QLM","2021",98,262
1,"8028700","QLM","2021",102,243
1,"8028800","QLM","2021",129,330
1,"8029000","QLM","2021",158,391
1,"8029100","QLM","2021",115,270
1,"8029200","QLM","2021",57,136
1,"8029300","QLM","2021",157,378
1,"8029400","QLM","2021",63,168
1,"8029500","QLM","2021",233,592
1,"8029600","QLM","2021",501,1194
1,"8029700","QLM","2021",19,44
1,"8029800","QLM","2021",215,531
1,"8029900","QLM","2021",94,231
1,"8030000","QLM","2021",61,150
1,"8030100","QLM","2021",103,266
1,"8030200","QLM","2021",70,161
1,"8030300","QLM","2021",212,462
1,"8030400","QLM","2021",39,103
1,"8030500","QLM","2021",201,477
1,"8030600","QLM","2021",62,138
1,"8030700","QLM","2021",59,147
1,"8030800","QLM","2021",1126,2570
1,"8031000","QLM","2021",263,686
1,"8031100","QLM","2021",60,154
1,"8031200","QLM","2021",107,277
1,"8031300","QLM","2021",121,291
1,"8031400","QLM","2021",80,195
1,"8031500","QLM","2021",180,506
1,"8031600","QLM","2021",806,2063
1,"8031700","QLM","2021",92,223
1,"8031800","QLM","2021",1315,3173
1,"8031900","QLM","2021",139,332
1,"8032000","QLM","2021",58,146
1,"8032100","QLM","2021",54,146
1,"8032200","QLM","2021",59,164
1,"8032400","QLM","2021",67,154
1,"8032500","QLM","2021",17,51
1,"8032600","QLM","2021",48,108
1,"8032700","QLM","2021",63,161
1,"8032800","QLM","2021",229,518
1,"8032900","QLM","2021",65,175
1,"8033000","QLM","2021",106,238
1,"8033100","QLM","2021",121,301
1,"8033200","QLM","2021",169,399
1,"8033300","QLM","2021",641,1259
1,"8033400","QLM","2021",42,93
1,"8033500","QLM","2021",110,268
1,"8033600","QLM","2021",32,80
1,"8033700","QLM","2021",84,208
1,"8033800","QLM","2021",734,1837
1,"8033900","QLM","2021",63,158
1,"8034000","QLM","2021",79,193
1,"8034100","QLM","2021",178,417
1,"8034200","QLM","2021",177,461
1,"8034300","QLM","2021",68,176
1,"8034400","QLM","2021",82,194
1,"8034500","QLM","2021",213,552
1,"8034600","QLM","2021",69,177
1,"8034700","QLM","2021",53,151
1,"8034800","QLM","2021",69,176
1,"8034900","QLM","2021",51,133
1,"8035000","QLM","2021",205,513
1,"8035100","QLM","2021",104,263
1,"8035200","QLM","2021",65,154
1,"8035300","QLM","2021",54,139
1,"8035400","QLM","2021",73,203
1,"8035500","QLM","2021",40,105
1,"8035600","QLM","2021",35,86
1,"8035700","QLM","2021",100,243
1,"8035800","QLM","2021",52,148
1,"8035900","QLM","2021",114,293
1,"8036000","QLM","2021",1004,2207
1,"8036100","QLM","2021",31,74
1,"8036200","QLM","2021",119,324
1,"8036400","QLM","2021",321,742
1,"8036500","QLM","2021",62,176
1,"8036600","QLM","2021",201,490
1,"8036700","QLM","2021",81,183
1,"8036800","QLM","2021",2036,4569
1,"8036900","QLM","2021",90,233
1,"8037100","QLM","2021",41,105
1,"8037200","QLM","2021",53,132
1,"8037300","QLM","2021",1228,2548
1,"8037400","QLM","2021",119,281
1,"8037500","QLM","2021",151,346
1,"8037600","QLM","2021",242,640
1,"8037700","QLM","2021",157,428
1,"8037800","QLM","2021",29,61
1,"8037900","QLM","2021",293,771
1,"8038000","QLM","2021",103,254
1,"8038100","QLM","2021",19,40
1,"8038300","QLM","2021",43,94
1,"8038400","QLM","2021",75,176
1,"8038500","QLM","2021",181,433
1,"8038600","QLM","2021",76,182
1,"8038700","QLM","2021",121,318
1,"8038800","QLM","2021",79,220
1,"8039000","QLM","2021",155,407
1,"8039100","QLM","2021",33,86
1,"8039200","QLM","2021",234,586
1,"8039300","QLM","2021",123,324
1,"8039500","QLM","2021",128,293
1,"8039600","QLM","2021",136,335
1,"8039700","QLM","2021",41,94
1,"8039900","QLM","2021",133,360
1,"8040000","QLM","2021",170,440
1,"8040100","QLM","2021",58,137
1,"8040200","QLM","2021",50,127
1,"8040300","QLM","2021",79,177
1,"8040400","QLM","2021",59,140
1,"8040500","QLM","2021",161,422
1,"8040600","QLM","2021",578,1325
1,"8040700","QLM","2021",61,149
1,"8040800","QLM","2021",136,343
1,"8040900","QLM","2021",73,177
1,"8041000","QLM","2021",2047,4611
1,"8041100","QLM","2021",206,501
1,"8041200","QLM","2021",236,630
1,"8041300","QLM","2021",36,92
1,"8041400","QLM","2021",49,124
1,"8041500","QLM","2021",416,1016
1,"8041600","QLM","2021",320,775
1,"8041700","QLM","2021",614,1641
1,"8041800","QLM","2021",39,84
1,"8042000","QLM","2021",74,180
1,"8042100","QLM","2021",103,291
1,"8042200","QLM","2021",224,580
1,"8042300","QLM","2021",158,394
1,"8042400","QLM","2021",197,538
1,"8042500","QLM","2021",49,126
1,"8042600","QLM","2021",183,424
1,"8042700","QLM","2021",128,363
1,"8042800","QLM","2021",64,128
1,"8042900","QLM","2021",80,195
1,"8043000","QLM","2021",76,224
1,"8043100","QLM","2021",247,614
1,"8043200","QLM","2021",69,183
1,"8043300","QLM","2021",17,45
1,"8043400","QLM","2021",76,189
1,"8043500","QLM","2021",26,57
1,"8043600","QLM","2021",229,516
1,"8043700","QLM","2021",50,117
1,"8043800","QLM","2021",209,507
1,"8043900","QLM","2021",75,169
1,"8044000","QLM","2021",63,150
1,"8044200","QLM","2021",461,1180
1,"8044300","QLM","2021",670,1679
1,"8044400","QLM","2021",261,665
1,"8044500","QLM","2021",110,268
1,"8044600","QLM","2021",327,785
1,"8044900","QLM","2021",31,76
1,"8045000","QLM","2021",40,113
1,"8045100","QLM","2021",43,113
1,"8045200","QLM","2021",188,518
1,"8045300","QLM","2021",67,150
1,"8045500","QLM","2021",36,85
1,"8045600","QLM","2021",216,550
1,"8045800","QLM","2021",172,471
1,"8045900","QLM","2021",43,117
1,"8046000","QLM","2021",28,65
1,"8046100","QLM","2021",88,222
1,"8046200","QLM","2021",136,352
1,"8046300","QLM","2021",276,703
1,"8046400","QLM","2021",393,915
1,"8046500","QLM","2021",88,195
1,"8046600","QLM","2021",54,131
1,"8046700","QLM","2021",78,203
1,"8046800","QLM","2021",64,171
1,"8046900","QLM","2021",75,173
1,"8047000","QLM","2021",72,167
1,"8047200","QLM","2021",69,182
1,"8047300","QLM","2021",119,301
1,"8047400","QLM","2021",163,400
1,"8047500","QLM","2021",95,227
1,"8047600","QLM","2021",135,359
1,"8047700","QLM","2021",90,219
1,"8047800","QLM","2021",55,137
1,"8047900","QLM","2021",143,385
1,"8048000","QLM","2021",39,111
1,"8048100","QLM","2021",177,442
1,"8048200","QLM","2021",58,141
1,"8048400","QLM","2021",150,397
1,"8048500","QLM","2021",504,1205
1,"8048600","QLM","2021",275,621
1,"8048700","QLM","2021",39,86
1,"8048800","QLM","2021",702,1660
1,"8048900","QLM","2021",2428,5621
1,"8049000","QLM","2021",112,271
1,"8049100","QLM","2021",30,77
1,"8049300","QLM","2021",108,281
1,"8049400","QLM","2021",76,200
1,"8049500","QLM","2021",241,534
1,"8049600","QLM","2021",73,156
1,"8049700","QLM","2021",57,127
1,"8049800","QLM","2021",256,624
1,"8049900","QLM","2021",110,299
1,"8050000","QLM","2021",208,516
1,"8050100","QLM","2021",106,274
1,"8050200","QLM","2021",44,106
1,"8050300","QLM","2021",83,192
1,"8050400","QLM","2021",34,78
1,"8050500","QLM","2021",109,285
1,"8050700","QLM","2021",478,1239
1,"8050800","QLM","2021",22,53
1,"8050900","QLM","2021",238,599
1,"8051100","QLM","2021",43,113
1,"8051200","QLM","2021",359,825
1,"8051300","QLM","2021",74,178
1,"8051400","QLM","2021",46,122
1,"8051500","QLM","2021",58,141
1,"8051600","QLM","2021",84,200
1,"8051700","QLM","2021",75,188
1,"8051800","QLM","2021",161,422
1,"8051900","QLM","2021",225,503
1,"8052000","QLM","2021",66,180
1,"8052100","QLM","2021",87,197
1,"8052200","QLM","2021",42,106
1,"8052300","QLM","2021",536,1254
1,"8052400","QLM","2021",229,589
1,"8052500","QLM","2021",73,175
1,"8052600","QLM","2021",61,154
1,"8052700","QLM","2021",129,310
1,"8052800","QLM","2021",4,6
1,"8052900","QLM","2021",74,197
1,"8053000","QLM","2021",242,604
1,"8053100","QLM","2021",46,103
1,"8053300","QLM","2021",1505,2825
1,"8053500","QLM","2021",68,176
1,"8053600","QLM","2021",132,288
1,"8053700","QLM","2021",34,88
1,"8053800","QLM","2021",55,126
1,"8054000","QLM","2021",100,238
1,"8054100","QLM","2021",70,188
1,"8054200","QLM","2021",244,561
1,"8054300","QLM","2021",40,118
1,"8054400","QLM","2021",79,188
1,"8054500","QLM","2021",216,589
1,"8054600","QLM","2021",236,564
1,"8054700","QLM","2021",87,211
1,"8054800","QLM","2021",149,359
1,"8054900","QLM","2021",277,664
1,"8055000","QLM","2021",60,144
1,"8055200","QLM","2021",530,1201
1,"8055300","QLM","2021",124,322
1,"8055400","QLM","2021",390,958
1,"8055500","QLM","2021",285,643
1,"8055600","QLM","2021",249,558
1,"8055700","QLM","2021",241,606
1,"8055800","QLM","2021",90,227
1,"8055900","QLM","2021",62,145
1,"8056000","QLM","2021",83,214
1,"8056100","QLM","2021",2733,6255
1,"8056200","QLM","2021",75,205
1,"8056300","QLM","2021",43,95
1,"8056500","QLM","2021",30,82
1,"8056600","QLM","2021",142,327
1,"8056800","QLM","2021",132,352
1,"8056900","QLM","2021",129,312
1,"8057000","QLM","2021",1735,3980
1,"8057100","QLM","2021",218,518
1,"8057200","QLM","2021",164,371
1,"8057300","QLM","2021",166,406
1,"8057400","QLM","2021",36,93
1,"8057500","QLM","2021",38,86
1,"8057600","QLM","2021",121,317
1,"8057700","QLM","2021",67,181
1,"8057800","QLM","2021",279,716
1,"8057900","QLM","2021",346,831
1,"8058000","QLM","2021",116,248
1,"8058200","QLM","2021",403,987
1,"8058300","QLM","2021",117,289
1,"8058400","QLM","2021",441,1080
1,"8058500","QLM","2021",997,2339
1,"8058600","QLM","2021",69,156
1,"8058700","QLM","2021",34,81
1,"8058800","QLM","2021",147,361
1,"8058900","QLM","2021",39,96
1,"8059000","QLM","2021",132,323
1,"8059100","QLM","2021",70,153
1,"8059200","QLM","2021",220,521
1,"8059300","QLM","2021",128,266
1,"8059500","QLM","2021",109,285
1,"8059600","QLM","2021",85,222
1,"8059700","QLM","2021",351,853
1,"8059800","QLM","2021",532,1316
1,"8059900","QLM","2021",101,243
1,"8060000","QLM","2021",327,730
1,"8060100","QLM","2021",175,387
1,"8060200","QLM","2021",48,127
1,"8060300","QLM","2021",129,317
1,"8060400","QLM","2021",31,74
1,"8060500","QLM","2021",96,217
1,"8060600","QLM","2021",495,1171
1,"8060700","QLM","2021",92,221
1,"8060900","QLM","2021",152,389
1,"8061100","QLM","2021",385,930
1,"8061300","QLM","2021",299,630
1,"8061400","QLM","2021",120,312
1,"8061500","QLM","2021",178,446
1,"8061600","QLM","2021",74,205
1,"8061700","QLM","2021",102,233
1,"8061800","QLM","2021",468,1069
1,"8061900","QLM","2021",286,735
1,"8062000","QLM","2021",3419,7579
1,"8062100","QLM","2021",277,731
1,"8062200","QLM","2021",548,1337
1,"8062300","QLM","2021",148,363
1,"8062400","QLM","2021",107,280
1,"8062500","QLM","2021",601,1504
1,"8062600","QLM","2021",122,281
1,"8062700","QLM","2021",376,878
1,"8062800","QLM","2021",279,755
1,"8062900","QLM","2021",49,121
1,"8063000","QLM","2021",962,2408
1,"8063100","QLM","2021",48,101
1,"8063200","QLM","2021",1085,2467
1,"8063300","QLM","2021",272,615
1,"8063400","QLM","2021",349,840
1,"8063500","QLM","2021",587,1469
1,"8063700","QLM","2021",116,283
1,"8063800","QLM","2021",41,103
1,"8063900","QLM","2021",497,1211
1,"8064000","QLM","2021",107,266
1,"8064200","QLM","2021",125,314
1,"8064300","QLM","2021",223,552
1,"8064400","QLM","2021",268,695
1,"8064500","QLM","2021",213,555
1,"8064600","QLM","2021",33,87
1,"8064700","QLM","2021",107,298
1,"8064800","QLM","2021",42,120
1,"8064900","QLM","2021",637,1396
1,"8065000","QLM","2021",275,648
1,"8065100","QLM","2021",118,267
1,"8065200","QLM","2021",301,792
1,"8065400","QLM","2021",251,564
1,"8065500","QLM","2021",191,441
1,"8065600","QLM","2021",475,1102
1,"8065700","QLM","2021",124,325
1,"8065800","QLM","2021",58,142
1,"8065900","QLM","2021",116,282
1,"8066100","QLM","2021",393,997
1,"8066200","QLM","2021",112,280
1,"8066300","QLM","2021",150,343
1,"8066400","QLM","2021",78,198
1,"8066500","QLM","2021",56,126
1,"8066600","QLM","2021",13,29
1,"8066700","QLM","2021",55,132
1,"8066800","QLM","2021",70,175
1,"8066900","QLM","2021",131,366
1,"8067000","QLM","2021",220,515
1,"8067100","QLM","2021",92,250
1,"8067200","QLM","2021",268,679
1,"8067300","QLM","2021",72,178
1,"8067400","QLM","2021",1562,3552
1,"8067500","QLM","2021",51,126
1,"8067600","QLM","2021",66,155
1,"8067700","QLM","2021",716,1613
1,"8067800","QLM","2021",296,751
1,"8067900","QLM","2021",240,587
1,"8068000","QLM","2021",1301,3008
1,"8068100","QLM","2021",127,306
1,"8068200","QLM","2021",80,212
1,"8068300","QLM","2021",45,107
1,"8068400","QLM","2021",46,112
1,"8068500","QLM","2021",2586,5786
1,"8068600","QLM","2021",291,726
1,"8068700","QLM","2021",53,134
1,"8068800","QLM","2021",1327,3101
1,"8069000","QLM","2021",249,611
1,"8069100","QLM","2021",177,393
1,"8069200","QLM","2021",439,1037
1,"8069300","QLM","2021",122,314
1,"8069400","QLM","2021",140,352
1,"8069500","QLM","2021",190,477
1,"8069600","QLM","2021",506,1205
1,"8069700","QLM","2021",11,27
1,"8069800","QLM","2021",99,225
1,"8069900","QLM","2021",47,111
1,"8070000","QLM","2021",386,878
1,"8070100","QLM","2021",179,437
1,"8070200","QLM","2021",458,1170
1,"8070300","QLM","2021",94,206
1,"8070400","QLM","2021",151,377
1,"8070500","QLM","2021",42,89
1,"8070600","QLM","2021",754,1855
1,"8070700","QLM","2021",35,81
1,"8070800","QLM","2021",71,165
1,"8070900","QLM","2021",106,267
1,"8071000","QLM","2021",160,392
1,"8071100","QLM","2021",782,1907
1,"8071300","QLM","2021",126,282
